id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-054-fe-base,PR-EN-054-fe,en,problem_generating,few_shot,none,easy,"A fan with a blade radius of 0.15 m is shown in the image. Using the graph, determine the centripetal acceleration of the fan blade at 10 seconds, when the angular velocity is approximately 1.2 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-054-fe-kg,PR-EN-054-fe,en,problem_generating,few_shot,kg,easy,"A fan blade with a radius of 0.15 m rotates with an angular velocity of 1.2 rad/s, as shown in the graph during the steady phase. Calculate the centripetal acceleration at the tip of the blade.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-055-co-base,PR-EN-055-co,en,problem_generating,cot,none,easy,"A fan is shown in the image with blades rotating at an angular velocity that changes over time as depicted in the graph. During the steady phase from 10 to 20 seconds, the angular velocity is approximately 1.4 rad/s. If the radius of the fan blades is 0.3 meters, calculate the centripetal acceleration of a point on the tip of a blade during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-055-co-kg,PR-EN-055-co,en,problem_generating,cot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is 1.2 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-056-dr-base,PR-EN-056-dr,en,problem_generating,draft_critique_revise,none,easy,"A fan blade is rotating, and its angular velocity over time is shown in the graph. During the steady phase from 10 to 20 seconds, the angular velocity is approximately 1.4 rad/s. If the radius of the fan blade is 0.3 meters, calculate the centripetal acceleration of a point on the edge of the blade during this phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-056-dr-kg,PR-EN-056-dr,en,problem_generating,draft_critique_revise,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 15 seconds when the angular velocity is 1.2 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-057-ze-base,PR-EN-057-ze,en,problem_generating,zero_shot,none,easy,"A fan with a blade radius of 0.2 meters is operating according to the angular velocity graph provided. During the steady phase (10 to 20 seconds), the angular velocity is approximately 13 rad/s. Calculate the centripetal acceleration of a point on the tip of the fan blade during this phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
PR-EN-057-ze-kg,PR-EN-057-ze,en,problem_generating,zero_shot,kg,easy,"A fan has blades with a tip radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a steady phase at 12 rad/s. Calculate the centripetal acceleration at the tip of the fan blades during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
PR-EN-058-fe-base,PR-EN-058-fe,en,problem_generating,few_shot,none,easy,"A fan with a blade radius of 0.15 m reaches a steady angular velocity of 13 rad/s, as shown in the graph. Calculate the centripetal acceleration of a point on the tip of the blade during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
PR-EN-058-fe-kg,PR-EN-058-fe,en,problem_generating,few_shot,kg,easy,"A fan blade with a radius of 0.15 m rotates at an angular velocity of 12 rad/s, as shown in the steady phase of the graph. Calculate the centripetal acceleration of the blade tip.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
PR-EN-059-co-base,PR-EN-059-co,en,problem_generating,cot,none,easy,"A fan with blades of radius 0.2 meters is operating according to the angular velocity graph provided. During the steady phase (10 to 20 seconds), calculate the centripetal acceleration of a point on the tip of the fan blade. Use the average angular velocity during this phase from the graph.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
